PostId,PostTypeId,EventId,Event,UserId,CreationDate
40971189,1,133115500,InitialBody,1398399,"2016-12-05 09:39:35"
40971189,1,133115501,InitialTitle,1398399,"2016-12-05 09:39:35"
40971189,1,69152793,Comment,662615,"2016-12-05 10:20:08"
40971189,1,69155668,Comment,697154,"2016-12-05 11:34:57"
40971189,1,69157227,Comment,1398399,"2016-12-05 12:18:55"
40971189,1,69160831,Comment,1146363,"2016-12-05 13:54:38"
40971189,1,69166557,Comment,1220930,"2016-12-05 16:17:07"
41077177,2,133559918,InitialBody,967124,"2016-12-10 15:34:24"
41077177,2,146417688,BodyEdit,-1,"2017-05-23 11:46:31"
