PostId,PostTypeId,EventId,Event,UserId,CreationDate
13864443,1,33158318,InitialTitle,1346519,"2012-12-13 16:43:04"
13864443,1,33158317,InitialBody,1346519,"2012-12-13 16:43:04"
13864443,1,33159286,BodyEdit,1346519,"2012-12-13 17:03:11"
13864443,1,33186115,BodyEdit,1346519,"2012-12-14 08:04:41"
13874826,2,33186233,InitialBody,171061,"2012-12-14 08:08:40"
13874826,2,19109063,Comment,1346519,"2012-12-14 08:14:59"
13874826,2,19110828,Comment,378185,"2012-12-14 09:30:52"
13874826,2,19111113,Comment,1346519,"2012-12-14 09:41:05"
13864443,1,19116147,Comment,968878,"2012-12-14 12:53:25"
13874826,2,19123664,Comment,171061,"2012-12-14 17:26:32"
13884208,2,33211794,InitialBody,244191,"2012-12-14 18:19:53"
13884208,2,19126674,Comment,1346519,"2012-12-14 19:35:51"
13874826,2,19126813,Comment,1346519,"2012-12-14 19:42:11"
13864443,1,33214849,BodyEdit,1346519,"2012-12-14 19:48:59"
13864443,1,33215124,BodyEdit,1346519,"2012-12-14 19:57:23"
17366037,2,42883743,InitialBody,377320,"2013-06-28 13:39:25"
17439702,2,43091432,InitialBody,208581,"2013-07-03 04:30:13"
17439702,2,25336415,Comment,1346519,"2013-07-03 06:29:17"
17366037,2,55595151,BodyEdit,377320,"2014-01-14 09:35:19"
17366037,2,55595596,BodyEdit,377320,"2014-01-14 09:41:57"
17439702,2,31760327,Comment,377320,"2014-01-14 09:44:23"
17366037,2,31760924,Comment,1346519,"2014-01-14 10:01:46"
13864443,1,146613267,BodyEdit,-1,"2017-05-23 11:53:38"
