PostId,PostTypeId,EventId,Event,UserId,CreationDate
30703197,1,92299508,InitialBody,2262511,"2015-06-08 07:18:08"
30703197,1,92299509,InitialTitle,2262511,"2015-06-08 07:18:08"
30703197,1,49464254,Comment,519413,"2015-06-08 07:19:17"
30703197,1,49464385,Comment,2262511,"2015-06-08 07:23:44"
30703197,1,49464390,Comment,2262511,"2015-06-08 07:23:52"
30703197,1,49464411,Comment,519413,"2015-06-08 07:24:29"
30703422,2,92300351,InitialBody,3081756,"2015-06-08 07:30:56"
30703422,2,92301528,BodyEdit,3081756,"2015-06-08 07:49:31"
30703422,2,49465360,Comment,3081756,"2015-06-08 07:53:35"
30703422,2,49465470,Comment,2262511,"2015-06-08 07:57:21"
30703422,2,49465662,Comment,3081756,"2015-06-08 08:03:48"
30703197,1,92304757,BodyEdit,2262511,"2015-06-08 08:39:40"
30703422,2,49466841,Comment,2262511,"2015-06-08 08:40:28"
30703422,2,92334894,BodyEdit,3081756,"2015-06-08 14:53:39"
30703422,2,49482460,Comment,3081756,"2015-06-08 14:56:55"
30703422,2,49605090,Comment,2262511,"2015-06-11 09:55:23"
